time,Stationary_Close,volume,RSI_15,RSI_20,RSI_25,RSI_30,SMA_15,SMA_20,SMA_25,SMA_30,MACD_26_12,MACD_28_14,MACD_30_16,MACD_H_9_26_12,MACD_H_10_28_14,MACD_H_11_30_16,William_R_14,William_R_18,William_R_22,Stoch_14,Stoch_18,Stoch_22,Ultimate_7_14_28,Ultimate_8_16_22,Ultimate_9_18_36,MFI_14,MFI_18,MFI_22,label_test
2009-07-15 21:00:00,0.01151949041911485,0.19772233646326254,52.83416090341004,51.47768910067458,50.943272379492825,50.61194701522648,1.6318106666666663,1.6356129999999998,1.6370608000000004,1.6376043333333337,-0.0016312823535860055,-0.0010756741946498227,-0.00048159017700499806,-0.0016312823535860055,-0.0010756741946498227,-0.00048159017700499806,-42.16201998947909,-42.16201998947909,-42.16201998947909,57.83798001052092,57.83798001052092,57.83798001052092,64.47292722200967,60.535401278823215,62.95002385177681,35.62515573768399,44.21215640748044,40.0373003921129,Buy
2009-07-16 21:00:00,0.0014599989626220126,0.3124148353690261,53.388168537783955,51.88137275139732,51.258513065947895,50.87256858394229,1.630956,1.6357689999999994,1.6374828,1.6375853333333337,-0.00043449614751600585,-0.00017110705636902424,0.00018522258484532367,-0.00043449614751600585,-0.00017110705636902424,0.00018522258484532367,-19.117123531506248,-40.24197790636521,-40.24197790636521,80.88287646849375,59.75802209363479,59.75802209363479,67.51754248060203,65.08974997985091,61.51143025803922,34.599573784381896,44.13832313232022,45.41739917595427,Buy
2009-07-17 21:00:00,-0.01034963044320999,0.21565955619420427,49.015261677364684,48.848758945425956,48.936356069266225,48.97720220484793,1.6301313333333332,1.6356024999999996,1.6368440000000004,1.6372410000000004,-0.00031753263965472733,-0.00010584845001959664,0.00018431681836639235,-0.00031753263965472733,-0.00010584845001959664,0.00018431681836639235,-32.048799380325214,-53.85323513940032,-53.85323513940032,67.95120061967478,46.14676486059968,46.14676486059968,60.410413841329756,62.25883691173982,62.849541434840745,35.038421807306854,41.413388710935955,46.298801278779926,Sell
2009-07-19 21:00:00,-0.0010299996357579077,-0.9094302537802772,48.590896039516494,48.551468270603294,48.707612937664926,48.79006461508381,1.6291019999999998,1.6346039999999995,1.6360936000000004,1.637255666666667,-0.00030444120028017,-0.00011851703708010142,0.00012744532748998338,-0.00030444120028017,-0.00011851703708010142,0.00012744532748998338,-31.24747678643527,-55.20778537611796,-55.20778537611796,68.75252321356473,44.792214623882046,44.792214623882046,64.50786792406122,59.98058813378828,62.99048181938253,38.73696307334804,41.411490023118404,42.18985812874973,Sell
2009-07-20 21:00:00,0.022286309181839898,0.09637539330575033,57.18566414755919,54.815658632175996,53.59709865085473,52.82532938769777,1.63013,1.6347199999999993,1.6368952000000003,1.6377066666666669,0.0014874046989483693,0.001307109156230446,0.0012638231646036056,0.0014874046989483693,0.001307109156230446,0.0012638231646036056,-1.6236033519550959,-25.894266175696806,-25.894266175696806,98.37639664804492,74.1057338243032,74.1057338243032,70.00527721173813,69.01894603826419,63.27885298545122,45.47296522128247,41.34352906808759,47.880680636528275,Buy
2009-07-21 21:00:00,-0.00891976343009991,0.12666716216997415,53.36064832385984,52.14138580211133,51.54871333828358,51.15655680192113,1.6309659999999997,1.6343814999999997,1.6369092000000007,1.6378996666666672,0.0021627551362475295,0.0018712617015801407,0.0017182995715978588,0.0021627551362475295,0.0018712617015801407,0.0017182995715978588,-17.196229050279243,-17.196229050279243,-37.62493424513405,82.80377094972076,82.80377094972076,62.375065754865965,64.25806578234626,66.41175210774801,66.05597100443194,42.196341887213116,34.10375457454396,42.20572793452163,Sell
2009-07-22 21:00:00,0.0030899901654945976,0.20204973201529453,54.490458228997234,52.977899620252856,52.20781087451388,51.70330733639579,1.6320673333333329,1.6339944999999996,1.6372372000000006,1.6384206666666674,0.0029137247935475674,0.002508163992640755,0.0022445690948542647,0.0029137247935475674,0.002508163992640755,0.0022445690948542647,-11.801675977653465,-11.801675977653465,-33.561283534981435,88.19832402234655,88.19832402234655,66.43871646501857,66.9570391372813,67.53011600742389,68.33301452520554,42.20734991868971,34.473189804366214,40.00218253541467,Buy
2009-07-23 21:00:00,-0.0010899995683239072,0.2305907225264062,53.99609465304588,52.636280159016415,51.94814718627641,51.492967206414576,1.6333439999999997,1.6340929999999996,1.6376776000000006,1.638366333333334,0.003381934926263375,0.0029288537585989705,0.0026040168486247683,0.003381934926263375,0.0029288537585989705,0.0026040168486247683,-17.890365448504948,-17.890365448504948,-34.99473961073109,82.10963455149505,82.10963455149505,65.0052603892689,63.950963759084644,63.92674419690281,63.59236861600811,50.47054984593942,41.551346960278366,43.06613648829916,Sell
2009-07-24 21:00:00,-0.005059956815703445,0.0758615563758888,51.66474436273479,51.02837646908476,50.72809864819005,50.506242174679144,1.6352686666666665,1.6338364999999997,1.6372912000000006,1.6380846666666673,0.0033065789342174856,0.0029156737420861227,0.002612107371387173,0.0033065789342174856,0.0029156737420861227,0.002612107371387173,-28.445642407906195,-26.295681063122654,-41.64913203577037,71.55435759209381,73.70431893687734,58.35086796422964,59.598792710912825,58.85006649008487,60.55272063007724,51.69860352335254,40.90247223273942,38.55019746865587,Sell
2009-07-26 21:00:00,0.004429971020791753,-0.9048716233514192,53.54615369369545,52.369262157022234,51.76129919059028,51.35055346664853,1.6379373333333331,1.6342299999999994,1.6370820000000004,1.6385010000000009,0.003563247841483763,0.003163377464466821,0.0028343292839414502,0.003563247841483763,0.003163377464466821,0.0028343292839414502,-20.629750271443868,-18.936877076411783,-18.936877076411783,79.37024972855613,81.06312292358822,81.06312292358822,62.288505570906324,61.20008105713103,60.786358742841,46.4785272020222,40.94440739356131,34.31031713168042,Buy
2009-07-27 21:00:00,0.0014999988750008474,-0.027665601334555576,54.1930011415313,52.82960426326494,52.11545710358058,51.639523977288725,1.6389439999999995,1.6350004999999992,1.6369260000000003,1.638608333333334,0.0038433930213479526,0.003430711939634179,0.003075940697272017,0.0038433930213479526,0.003430711939634179,0.003075940697272017,-17.91530944625415,-16.44518272425258,-16.44518272425258,82.08469055374586,83.55481727574742,83.55481727574742,64.72580855986845,64.61704254309015,60.970929319657316,55.10679093817152,46.59465750611225,39.31359348690317,Buy
